Electoral district number - Num̩ro de la circonscription,Electoral district name,Nom de la circonscription,Type of results*,Type de r̩sultats**,Surname - Nom de famille,Middle name(s) - Autre(s) pr̩nom(s),Given name - Pr̩nom,Political affiliation,Appartenance politique,Votes obtained - Votes obtenus,% Votes obtained - Votes obtenus %,Rejected ballots - Bulletins rejet̩s***,Total number of ballots cast - Nombre total de votes d̩pos̩s
24047,M̩gantic--L'��rable,M̩gantic--L'��rable,validated,valid̩s,Provost,,Virginie,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,5838,12.3,941,48228
24048,Mirabel,Mirabel,preliminary,pr̩liminaires,Ferguson,,Gordon,Conservative,Conservateur,6120,10.3,0,59482
24048,Mirabel,Mirabel,preliminary,pr̩liminaires,Freeman,,Myl̬ne,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,17873,30,0,59482
24048,Mirabel,Mirabel,preliminary,pr̩liminaires,Gifford,,Jocelyn,Green Party,Parti Vert,1311,2.2,0,59482
24048,Mirabel,Mirabel,preliminary,pr̩liminaires,Marcil,,Simon,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,18661,31.4,0,59482
24048,Mirabel,Mirabel,preliminary,pr̩liminaires,Trudel,,Karl,Liberal,Lib̩ral,15517,26.1,0,59482
24048,Mirabel,Mirabel,validated,valid̩s,Ferguson,,Gordon,Conservative,Conservateur,6020,10.1,1178,60596
24048,Mirabel,Mirabel,validated,valid̩s,Freeman,,Myl̬ne,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,17873,30.1,1178,60596
24048,Mirabel,Mirabel,validated,valid̩s,Gifford,,Jocelyn,Green Party,Parti Vert,1301,2.2,1178,60596
24048,Mirabel,Mirabel,validated,valid̩s,Marcil,,Simon,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,18710,31.5,1178,60596
24048,Mirabel,Mirabel,validated,valid̩s,Trudel,,Karl,Liberal,Lib̩ral,15514,26.1,1178,60596
24049,Montarville,Montarville,preliminary,pr̩liminaires,Adam,,Olivier,Green Party,Parti Vert,1388,2.4,0,57916
24049,Montarville,Montarville,preliminary,pr̩liminaires,Duranleau,,St̩phane,Conservative,Conservateur,6284,10.9,0,57916
24049,Montarville,Montarville,preliminary,pr̩liminaires,Fournier,,Catherine,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,16460,28.4,0,57916
24049,Montarville,Montarville,preliminary,pr̩liminaires,Leclair,,Claude,Libertarian,Libertarien,640,1.1,0,57916
24049,Montarville,Montarville,preliminary,pr̩liminaires,Picard,,Michel,Liberal,Lib̩ral,18848,32.5,0,57916
24049,Montarville,Montarville,preliminary,pr̩liminaires,Sellah,,Djaouida,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,14296,24.7,0,57916
24049,Montarville,Montarville,validated,valid̩s,Adam,,Olivier,Green Party,Parti Vert,1388,2.4,881,58798
24049,Montarville,Montarville,validated,valid̩s,Duranleau,,St̩phane,Conservative,Conservateur,6284,10.9,881,58798
24049,Montarville,Montarville,validated,valid̩s,Fournier,,Catherine,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,16460,28.4,881,58798
24049,Montarville,Montarville,validated,valid̩s,Leclair,,Claude,Libertarian,Libertarien,641,1.1,881,58798
24049,Montarville,Montarville,validated,valid̩s,Picard,,Michel,Liberal,Lib̩ral,18848,32.5,881,58798
24049,Montarville,Montarville,validated,valid̩s,Sellah,,Djaouida,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,14296,24.7,881,58798
24050,Montcalm,Montcalm,preliminary,pr̩liminaires,Ang,,Yumi Yow Mei,Green Party,Parti Vert,955,1.8,0,52087
24050,Montcalm,Montcalm,preliminary,pr̩liminaires,DesRoches,,Gis̬le,Conservative,Conservateur,5009,9.6,0,52087
24050,Montcalm,Montcalm,preliminary,pr̩liminaires,Leclerc,,Martin,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,12216,23.5,0,52087
24050,Montcalm,Montcalm,preliminary,pr̩liminaires,Perreault,,Manon,Forces et D̩mocratie - Allier les forces de nos r̩gions,Forces et D̩mocratie - Allier les forces de nos r̩gions,606,1.2,0,52087
24050,Montcalm,Montcalm,preliminary,pr̩liminaires,Thouin,,Louis-Charles,Liberal,Lib̩ral,14247,27.4,0,52087
24050,Montcalm,Montcalm,preliminary,pr̩liminaires,Th̩riault,,Luc,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,19054,36.6,0,52087
24050,Montcalm,Montcalm,validated,valid̩s,Ang,,Yumi Yow Mei,Green Party,Parti Vert,976,1.8,1226,54235
24050,Montcalm,Montcalm,validated,valid̩s,DesRoches,,Gis̬le,Conservative,Conservateur,5093,9.6,1226,54235
24050,Montcalm,Montcalm,validated,valid̩s,Leclerc,,Martin,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,12431,23.5,1226,54235
24050,Montcalm,Montcalm,validated,valid̩s,Perreault,,Manon,Forces et D̩mocratie - Allier les forces de nos r̩gions,Forces et D̩mocratie - Allier les forces de nos r̩gions,620,1.2,1226,54235
24050,Montcalm,Montcalm,validated,valid̩s,Thouin,,Louis-Charles,Liberal,Lib̩ral,14484,27.3,1226,54235
24050,Montcalm,Montcalm,validated,valid̩s,Th̩riault,,Luc,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,19405,36.6,1226,54235
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,judicially certified,d̩pouillement judiciaire,Breton,,Chantal,Green Party,Parti Vert,823,1.7,777,50020
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,judicially certified,d̩pouillement judiciaire,Gagnon,,Louis,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,7939,16.1,777,50020
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,judicially certified,d̩pouillement judiciaire,Gagn̩,,Bien Gras,Rhinoceros,Rhinoc̩ros,287,0.6,777,50020
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,judicially certified,d̩pouillement judiciaire,G̩n̩reux,,Bernard,Conservative,Conservateur,14274,29,777,50020
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,judicially certified,d̩pouillement judiciaire,Lapointe,,Fran̤ois,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,11918,24.2,777,50020
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,judicially certified,d̩pouillement judiciaire,Normand,,Marie-Jos̩e,Liberal,Lib̩ral,14002,28.4,777,50020
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,preliminary,pr̩liminaires,Breton,,Chantal,Green Party,Parti Vert,821,1.7,0,49205
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,preliminary,pr̩liminaires,Gagnon,,Louis,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,7919,16.1,0,49205
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,preliminary,pr̩liminaires,Gagn̩,,Bien Gras,Rhinoceros,Rhinoc̩ros,288,0.6,0,49205
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,preliminary,pr̩liminaires,G̩n̩reux,,Bernard,Conservative,Conservateur,14264,29,0,49205
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,preliminary,pr̩liminaires,Lapointe,,Fran̤ois,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,11914,24.2,0,49205
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,preliminary,pr̩liminaires,Normand,,Marie-Jos̩e,Liberal,Lib̩ral,13999,28.5,0,49205
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,validated,valid̩s,Breton,,Chantal,Green Party,Parti Vert,821,1.7,815,50016
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,validated,valid̩s,Gagnon,,Louis,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,7919,16.1,815,50016
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,validated,valid̩s,Gagn̩,,Bien Gras,Rhinoceros,Rhinoc̩ros,288,0.6,815,50016
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,validated,valid̩s,G̩n̩reux,,Bernard,Conservative,Conservateur,14264,29,815,50016
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,validated,valid̩s,Lapointe,,Fran̤ois,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,11914,24.2,815,50016
24051,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,Montmagny--L'Islet--Kamouraska--Rivi̬re-du-Loup,validated,valid̩s,Normand,,Marie-Jos̩e,Liberal,Lib̩ral,13995,28.4,815,50016
24052,Mount Royal,Mont-Royal,preliminary,pr̩liminaires,Boss̩ B̩langer,,Jade,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,908,1.9,0,48201
24052,Mount Royal,Mont-Royal,preliminary,pr̩liminaires,Housefather,,Anthony,Liberal,Lib̩ral,24317,50.4,0,48201
24052,Mount Royal,Mont-Royal,preliminary,pr̩liminaires,Johnston,,Diane,Marxist-Leninist,Marxiste-L̩niniste,124,0.3,0,48201
24052,Mount Royal,Mont-Royal,preliminary,pr̩liminaires,Landry,,Timothy,Green Party,Parti Vert,750,1.6,0,48201
24052,Mount Royal,Mont-Royal,preliminary,pr̩liminaires,Libman,,Robert,Conservative,Conservateur,18213,37.8,0,48201
24052,Mount Royal,Mont-Royal,preliminary,pr̩liminaires,Rimbao,,Mario Jacinto,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3889,8.1,0,48201
24052,Mount Royal,Mont-Royal,validated,valid̩s,Boss̩ B̩langer,,Jade,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,908,1.9,425,48476
24052,Mount Royal,Mont-Royal,validated,valid̩s,Housefather,,Anthony,Liberal,Lib̩ral,24187,50.3,425,48476
24052,Mount Royal,Mont-Royal,validated,valid̩s,Johnston,,Diane,Marxist-Leninist,Marxiste-L̩niniste,124,0.3,425,48476
24052,Mount Royal,Mont-Royal,validated,valid̩s,Landry,,Timothy,Green Party,Parti Vert,747,1.6,425,48476
24052,Mount Royal,Mont-Royal,validated,valid̩s,Libman,,Robert,Conservative,Conservateur,18201,37.9,425,48476
24052,Mount Royal,Mont-Royal,validated,valid̩s,Rimbao,,Mario Jacinto,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3884,8.1,425,48476
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,preliminary,pr̩liminaires,Cahn,,Lisa Julie,Independent,Ind̩pendant,151,0.3,0,51323
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,preliminary,pr̩liminaires,Garneau,,Marc,Liberal,Lib̩ral,29601,57.7,0,51323
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,preliminary,pr̩liminaires,Hoffman,,Rachel,Marxist-Leninist,Marxiste-L̩niniste,181,0.4,0,51323
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,preliminary,pr̩liminaires,Hughes,,James,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,11197,21.8,0,51323
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,preliminary,pr̩liminaires,Quesnel,,Simon,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,1366,2.7,0,51323
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,preliminary,pr̩liminaires,Sagala,,Richard,Conservative,Conservateur,7249,14.1,0,51323
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,preliminary,pr̩liminaires,Wheeler,,Melissa Kate,Green Party,Parti Vert,1578,3.1,0,51323
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,validated,valid̩s,Cahn,,Lisa Julie,Independent,Ind̩pendant,151,0.3,311,51904
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,validated,valid̩s,Garneau,,Marc,Liberal,Lib̩ral,29755,57.7,311,51904
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,validated,valid̩s,Hoffman,,Rachel,Marxist-Leninist,Marxiste-L̩niniste,181,0.4,311,51904
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,validated,valid̩s,Hughes,,James,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,11229,21.8,311,51904
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,validated,valid̩s,Quesnel,,Simon,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,1282,2.5,311,51904
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,validated,valid̩s,Sagala,,Richard,Conservative,Conservateur,7414,14.4,311,51904
24053,Notre-Dame-de-Gr̢ce--Westmount,Notre-Dame-de-Gr̢ce--Westmount,validated,valid̩s,Wheeler,,Melissa Kate,Green Party,Parti Vert,1581,3.1,311,51904
24054,Outremont,Outremont,preliminary,pr̩liminaires,Bendayan,,Rachel,Liberal,Lib̩ral,14377,33.7,0,42680
24054,Outremont,Outremont,preliminary,pr̩liminaires,Diallo,,Amara,Green Party,Parti Vert,1546,3.6,0,42680
24054,Outremont,Outremont,preliminary,pr̩liminaires,Galland Barou,,Roger,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,3518,8.2,0,42680
24054,Outremont,Outremont,preliminary,pr̩liminaires,Husny,,Rodolphe,Conservative,Conservateur,4120,9.7,0,42680
24054,Outremont,Outremont,preliminary,pr̩liminaires,Mulcair,,Tom,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,18753,43.9,0,42680
24054,Outremont,Outremont,preliminary,pr̩liminaires,Pouliot,,Francis,Libertarian,Libertarien,208,0.5,0,42680
24054,Outremont,Outremont,preliminary,pr̩liminaires,Welsh,,Adrien,Communist,Communiste,158,0.4,0,42680
24054,Outremont,Outremont,validated,valid̩s,Bendayan,,Rachel,Liberal,Lib̩ral,14597,33.5,426,44045
24054,Outremont,Outremont,validated,valid̩s,Diallo,,Amara,Green Party,Parti Vert,1575,3.6,426,44045
24054,Outremont,Outremont,validated,valid̩s,Galland Barou,,Roger,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,3668,8.4,426,44045
24054,Outremont,Outremont,validated,valid̩s,Husny,,Rodolphe,Conservative,Conservateur,4159,9.5,426,44045
24054,Outremont,Outremont,validated,valid̩s,Mulcair,,Tom,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,19242,44.1,426,44045
24054,Outremont,Outremont,validated,valid̩s,Pouliot,,Francis,Libertarian,Libertarien,216,0.5,426,44045
24054,Outremont,Outremont,validated,valid̩s,Welsh,,Adrien,Communist,Communiste,162,0.4,426,44045
24055,Papineau,Papineau,preliminary,pr̩liminaires,Bernardo,,Beverly,No Affiliation,Aucune appartenance,106,0.2,0,50779
24055,Papineau,Papineau,preliminary,pr̩liminaires,Claveau,,Maxime,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,6192,12.2,0,50779
24055,Papineau,Papineau,preliminary,pr̩liminaires,Gaudet,,Tommy,Rhinoceros,Rhinoc̩ros,324,0.6,0,50779
24055,Papineau,Papineau,preliminary,pr̩liminaires,Lagac̩ Dowson,,Anne,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,13240,26.1,0,50779
24055,Papineau,Papineau,preliminary,pr̩liminaires,Lloyd,,Chris,Independent,Ind̩pendant,512,1,0,50779
24055,Papineau,Papineau,preliminary,pr̩liminaires,Macrisopoulos,,Peter,Marxist-Leninist,Marxiste-L̩niniste,144,0.3,0,50779
24055,Papineau,Papineau,preliminary,pr̩liminaires,Polifroni,,Danny,Green Party,Parti Vert,1432,2.8,0,50779
24055,Papineau,Papineau,preliminary,pr̩liminaires,Trudeau,,Justin,Liberal,Lib̩ral,26294,51.8,0,50779
24055,Papineau,Papineau,preliminary,pr̩liminaires,Vadnais,,Yvon,Conservative,Conservateur,2376,4.7,0,50779
24055,Papineau,Papineau,preliminary,pr̩liminaires,Waldron,,Kim,Independent,Ind̩pendant,159,0.3,0,50779
24055,Papineau,Papineau,validated,valid̩s,Bernardo,,Beverly,No Affiliation,Aucune appartenance,103,0.2,698,51468
24055,Papineau,Papineau,validated,valid̩s,Claveau,,Maxime,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,6182,12.2,698,51468
24055,Papineau,Papineau,validated,valid̩s,Gaudet,,Tommy,Rhinoceros,Rhinoc̩ros,323,0.6,698,51468
24055,Papineau,Papineau,validated,valid̩s,Lagac̩ Dowson,,Anne,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,13132,25.9,698,51468
24055,Papineau,Papineau,validated,valid̩s,Lloyd,,Chris,Independent,Ind̩pendant,505,1,698,51468
24055,Papineau,Papineau,validated,valid̩s,Macrisopoulos,,Peter,Marxist-Leninist,Marxiste-L̩niniste,142,0.3,698,51468
24055,Papineau,Papineau,validated,valid̩s,Polifroni,,Danny,Green Party,Parti Vert,1443,2.8,698,51468
24055,Papineau,Papineau,validated,valid̩s,Trudeau,,Justin,Liberal,Lib̩ral,26391,52,698,51468
24055,Papineau,Papineau,validated,valid̩s,Vadnais,,Yvon,Conservative,Conservateur,2390,4.7,698,51468
24055,Papineau,Papineau,validated,valid̩s,Waldron,,Kim,Independent,Ind̩pendant,159,0.3,698,51468
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,preliminary,pr̩liminaires,Assouline,,Val̩rie,Conservative,Conservateur,11695,20,0,58410
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,preliminary,pr̩liminaires,Baylis,,Frank,Liberal,Lib̩ral,34222,58.6,0,58410
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,preliminary,pr̩liminaires,Blanchette-Lamothe,,Lysane,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,9584,16.4,0,58410
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,preliminary,pr̩liminaires,Laplante,,Natalie,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,2044,3.5,0,58410
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,preliminary,pr̩liminaires,Weizfeld,,Abraham,Green Party,Parti Vert,865,1.5,0,58410
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,validated,valid̩s,Assouline,,Val̩rie,Conservative,Conservateur,11694,20,368,58873
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,validated,valid̩s,Baylis,,Frank,Liberal,Lib̩ral,34319,58.7,368,58873
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,validated,valid̩s,Blanchette-Lamothe,,Lysane,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,9584,16.4,368,58873
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,validated,valid̩s,Laplante,,Natalie,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,2043,3.5,368,58873
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,validated,valid̩s,Weizfeld,,Abraham,Green Party,Parti Vert,865,1.5,368,58873
24057,Pontiac,Pontiac,preliminary,pr̩liminaires,Amos,,William,Liberal,Lib̩ral,34154,54.5,0,62625
24057,Pontiac,Pontiac,preliminary,pr̩liminaires,Griffiths,,Colin,Green Party,Parti Vert,1089,1.7,0,62625
24057,Pontiac,Pontiac,preliminary,pr̩liminaires,Lang,,Louis,Marxist-Leninist,Marxiste-L̩niniste,108,0.2,0,62625
24057,Pontiac,Pontiac,preliminary,pr̩liminaires,Lepage,,Nicolas,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,4327,6.9,0,62625
24057,Pontiac,Pontiac,preliminary,pr̩liminaires,M̩dieu,,Pascal,Forces et D̩mocratie - Allier les forces de nos r̩gions,Forces et D̩mocratie - Allier les forces de nos r̩gions,131,0.2,0,62625
24057,Pontiac,Pontiac,preliminary,pr̩liminaires,Ravignat,,Mathieu,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,14095,22.5,0,62625
24057,Pontiac,Pontiac,preliminary,pr̩liminaires,Woodman,,Benjamin,Conservative,Conservateur,8721,13.9,0,62625
24057,Pontiac,Pontiac,validated,valid̩s,Amos,,William,Liberal,Lib̩ral,34154,54.5,467,63092
24057,Pontiac,Pontiac,validated,valid̩s,Griffiths,,Colin,Green Party,Parti Vert,1089,1.7,467,63092
24057,Pontiac,Pontiac,validated,valid̩s,Lang,,Louis,Marxist-Leninist,Marxiste-L̩niniste,108,0.2,467,63092
24057,Pontiac,Pontiac,validated,valid̩s,Lepage,,Nicolas,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,4337,6.9,467,63092
24057,Pontiac,Pontiac,validated,valid̩s,M̩dieu,,Pascal,Forces et D̩mocratie - Allier les forces de nos r̩gions,Forces et D̩mocratie - Allier les forces de nos r̩gions,131,0.2,467,63092
24057,Pontiac,Pontiac,validated,valid̩s,Ravignat,,Mathieu,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,14090,22.5,467,63092
24057,Pontiac,Pontiac,validated,valid̩s,Woodman,,Benjamin,Conservative,Conservateur,8716,13.9,467,63092
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,preliminary,pr̩liminaires,Gauvin,,David,Liberal,Lib̩ral,13332,21.5,0,61975
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,preliminary,pr̩liminaires,Godin,,Jo��l,Conservative,Conservateur,27238,43.9,0,61975
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,preliminary,pr̩liminaires,Harvey,,Raymond,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,6655,10.7,0,61975
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,preliminary,pr̩liminaires,Michaud,,��laine,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,13650,22,0,61975
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,preliminary,pr̩liminaires,Morin,,Johanne,Green Party,Parti Vert,1100,1.8,0,61975
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,validated,valid̩s,Gauvin,,David,Liberal,Lib̩ral,13322,21.5,781,62840
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,validated,valid̩s,Godin,,Jo��l,Conservative,Conservateur,27290,44,781,62840
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,validated,valid̩s,Harvey,,Raymond,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,6665,10.7,781,62840
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,validated,valid̩s,Michaud,,��laine,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,13686,22.1,781,62840
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,validated,valid̩s,Morin,,Johanne,Green Party,Parti Vert,1096,1.8,781,62840
24059,Qu̩bec,Qu̩bec,preliminary,pr̩liminaires,Asselin,,Pierre-Thomas,Conservative,Conservateur,11961,22.2,0,53947
24059,Qu̩bec,Qu̩bec,preliminary,pr̩liminaires,Duclos,,Jean-Yves,Liberal,Lib̩ral,15534,28.8,0,53947
24059,Qu̩bec,Qu̩bec,preliminary,pr̩liminaires,Fournier,,Normand,Marxist-Leninist,Marxiste-L̩niniste,154,0.3,0,53947
24059,Qu̩bec,Qu̩bec,preliminary,pr̩liminaires,Mordret,,Charles,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,10152,18.8,0,53947
24059,Qu̩bec,Qu̩bec,preliminary,pr̩liminaires,Papillon,,Annick,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,14459,26.8,0,53947
24059,Qu̩bec,Qu̩bec,preliminary,pr̩liminaires,Provost,,Danielle,Forces et D̩mocratie - Allier les forces de nos r̩gions,Forces et D̩mocratie - Allier les forces de nos r̩gions,125,0.2,0,53947
24059,Qu̩bec,Qu̩bec,preliminary,pr̩liminaires,Riboty,,Philippe,Green Party,Parti Vert,1562,2.9,0,53947
24059,Qu̩bec,Qu̩bec,validated,valid̩s,Asselin,,Pierre-Thomas,Conservative,Conservateur,11737,21.8,820,54687
24059,Qu̩bec,Qu̩bec,validated,valid̩s,Duclos,,Jean-Yves,Liberal,Lib̩ral,15566,28.9,820,54687
24059,Qu̩bec,Qu̩bec,validated,valid̩s,Fournier,,Normand,Marxist-Leninist,Marxiste-L̩niniste,153,0.3,820,54687
24059,Qu̩bec,Qu̩bec,validated,valid̩s,Mordret,,Charles,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,10153,18.8,820,54687
24059,Qu̩bec,Qu̩bec,validated,valid̩s,Papillon,,Annick,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,14566,27,820,54687
24059,Qu̩bec,Qu̩bec,validated,valid̩s,Provost,,Danielle,Forces et D̩mocratie - Allier les forces de nos r̩gions,Forces et D̩mocratie - Allier les forces de nos r̩gions,122,0.2,820,54687
24059,Qu̩bec,Qu̩bec,validated,valid̩s,Riboty,,Philippe,Green Party,Parti Vert,1570,2.9,820,54687
24060,Repentigny,Repentigny,preliminary,pr̩liminaires,Bellemare,,R̩jean,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,15175,23.3,0,65218
24060,Repentigny,Repentigny,preliminary,pr̩liminaires,Cloutier,,Johnathan,Forces et D̩mocratie - Allier les forces de nos r̩gions,Forces et D̩mocratie - Allier les forces de nos r̩gions,1333,2,0,65218
24060,Repentigny,Repentigny,preliminary,pr̩liminaires,Dudas,,Adriana,Liberal,Lib̩ral,17788,27.3,0,65218
24060,Repentigny,Repentigny,preliminary,pr̩liminaires,Gilbert,,Yoland,Green Party,Parti Vert,1242,1.9,0,65218
24060,Repentigny,Repentigny,preliminary,pr̩liminaires,Lefebvre,,Jonathan,Conservative,Conservateur,7053,10.8,0,65218
24060,Repentigny,Repentigny,preliminary,pr̩liminaires,Pauz̩,,Monique,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,22627,34.7,0,65218
24060,Repentigny,Repentigny,validated,valid̩s,Bellemare,,R̩jean,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,15167,23.3,1179,66390
