Electoral district number - Num̩ro de la circonscription,Electoral district name,Nom de la circonscription,Type of results*,Type de r̩sultats**,Surname - Nom de famille,Middle name(s) - Autre(s) pr̩nom(s),Given name - Pr̩nom,Political affiliation,Appartenance politique,Votes obtained - Votes obtenus,% Votes obtained - Votes obtenus %,Rejected ballots - Bulletins rejet̩s***,Total number of ballots cast - Nombre total de votes d̩pos̩s
12010,Sydney--Victoria,Sydney--Victoria,validated,valid̩s,Chiasson,,John Douglas,Conservative,Conservateur,4360,10.6,236,41210
12010,Sydney--Victoria,Sydney--Victoria,validated,valid̩s,Dutt,,Monika,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,5351,13.1,236,41210
12010,Sydney--Victoria,Sydney--Victoria,validated,valid̩s,Eyking,,Mark,Liberal,Lib̩ral,29995,73.2,236,41210
12010,Sydney--Victoria,Sydney--Victoria,validated,valid̩s,Hiscock,,Wayne James,Libertarian,Libertarien,242,0.6,236,41210
12010,Sydney--Victoria,Sydney--Victoria,validated,valid̩s,MacKinnon,,Adrianna,Green Party,Parti Vert,1026,2.5,236,41210
12011,West Nova,Nova-Ouest,preliminary,pr̩liminaires,Foster,,Greg,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3507,7.7,0,45824
12011,West Nova,Nova-Ouest,preliminary,pr̩liminaires,Fraser,,Colin,Liberal,Lib̩ral,28607,62.4,0,45824
12011,West Nova,Nova-Ouest,preliminary,pr̩liminaires,LeBlanc,,Arnold,Conservative,Conservateur,11772,25.7,0,45824
12011,West Nova,Nova-Ouest,preliminary,pr̩liminaires,Walton,,Clark,Green Party,Parti Vert,1938,4.2,0,45824
12011,West Nova,Nova-Ouest,validated,valid̩s,Foster,,Greg,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3084,6.8,271,45950
12011,West Nova,Nova-Ouest,validated,valid̩s,Fraser,,Colin,Liberal,Lib̩ral,28775,63,271,45950
12011,West Nova,Nova-Ouest,validated,valid̩s,LeBlanc,,Arnold,Conservative,Conservateur,11916,26.1,271,45950
12011,West Nova,Nova-Ouest,validated,valid̩s,Walton,,Clark,Green Party,Parti Vert,1904,4.2,271,45950
13001,Acadie--Bathurst,Acadie--Bathurst,preliminary,pr̩liminaires,Breau,,Dominique,Green Party,Parti Vert,1187,2.3,0,50958
13001,Acadie--Bathurst,Acadie--Bathurst,preliminary,pr̩liminaires,Cormier,,Serge,Liberal,Lib̩ral,25840,50.7,0,50958
13001,Acadie--Bathurst,Acadie--Bathurst,preliminary,pr̩liminaires,Girouard-Riordon,,Riba,Conservative,Conservateur,3852,7.6,0,50958
13001,Acadie--Bathurst,Acadie--Bathurst,preliminary,pr̩liminaires,Godin,,Jason,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,20079,39.4,0,50958
13001,Acadie--Bathurst,Acadie--Bathurst,validated,valid̩s,Breau,,Dominique,Green Party,Parti Vert,1187,2.3,336,51299
13001,Acadie--Bathurst,Acadie--Bathurst,validated,valid̩s,Cormier,,Serge,Liberal,Lib̩ral,25845,50.7,336,51299
13001,Acadie--Bathurst,Acadie--Bathurst,validated,valid̩s,Girouard-Riordon,,Riba,Conservative,Conservateur,3852,7.6,336,51299
13001,Acadie--Bathurst,Acadie--Bathurst,validated,valid̩s,Godin,,Jason,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,20079,39.4,336,51299
13002,Beaus̩jour,Beaus̩jour,preliminary,pr̩liminaires,Bastarache,,Ann,Conservative,Conservateur,6017,11.4,0,52945
13002,Beaus̩jour,Beaus̩jour,preliminary,pr̩liminaires,Boudreau,,H̩l̬ne,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,8014,15.1,0,52945
13002,Beaus̩jour,Beaus̩jour,preliminary,pr̩liminaires,King,,Kevin,Green Party,Parti Vert,2376,4.5,0,52945
13002,Beaus̩jour,Beaus̩jour,preliminary,pr̩liminaires,LeBlanc,,Dominic,Liberal,Lib̩ral,36538,69,0,52945
13002,Beaus̩jour,Beaus̩jour,validated,valid̩s,Bastarache,,Ann,Conservative,Conservateur,6017,11.4,320,53256
13002,Beaus̩jour,Beaus̩jour,validated,valid̩s,Boudreau,,H̩l̬ne,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,8009,15.1,320,53256
13002,Beaus̩jour,Beaus̩jour,validated,valid̩s,King,,Kevin,Green Party,Parti Vert,2376,4.5,320,53256
13002,Beaus̩jour,Beaus̩jour,validated,valid̩s,LeBlanc,,Dominic,Liberal,Lib̩ral,36534,69,320,53256
13003,Fredericton,Fredericton,preliminary,pr̩liminaires,Ashfield,,Keith,Conservative,Conservateur,13267,28.4,0,46712
13003,Fredericton,Fredericton,preliminary,pr̩liminaires,Babineau,,Mary Lou,Green Party,Parti Vert,5809,12.4,0,46712
13003,Fredericton,Fredericton,preliminary,pr̩liminaires,DeCourcey,,Matt,Liberal,Lib̩ral,23009,49.3,0,46712
13003,Fredericton,Fredericton,preliminary,pr̩liminaires,Scott-Levesque,,Sharon,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4627,9.9,0,46712
13003,Fredericton,Fredericton,validated,valid̩s,Ashfield,,Keith,Conservative,Conservateur,13280,28.4,188,46910
13003,Fredericton,Fredericton,validated,valid̩s,Babineau,,Mary Lou,Green Party,Parti Vert,5804,12.4,188,46910
13003,Fredericton,Fredericton,validated,valid̩s,DeCourcey,,Matt,Liberal,Lib̩ral,23016,49.3,188,46910
13003,Fredericton,Fredericton,validated,valid̩s,Scott-Levesque,,Sharon,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4622,9.9,188,46910
13004,Fundy Royal,Fundy Royal,preliminary,pr̩liminaires,Amos,,David Raymond,Independent,Ind̩pendant,296,0.6,0,46827
13004,Fundy Royal,Fundy Royal,preliminary,pr̩liminaires,Coburn,,Stephanie,Green Party,Parti Vert,1823,3.9,0,46827
13004,Fundy Royal,Fundy Royal,preliminary,pr̩liminaires,Lockhart,,Alaina,Liberal,Lib̩ral,19140,40.9,0,46827
13004,Fundy Royal,Fundy Royal,preliminary,pr̩liminaires,McKenzie,,Jennifer,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,8207,17.5,0,46827
13004,Fundy Royal,Fundy Royal,preliminary,pr̩liminaires,Moore,,Rob,Conservative,Conservateur,17361,37.1,0,46827
13004,Fundy Royal,Fundy Royal,validated,valid̩s,Amos,,David Raymond,Independent,Ind̩pendant,296,0.6,241,47061
13004,Fundy Royal,Fundy Royal,validated,valid̩s,Coburn,,Stephanie,Green Party,Parti Vert,1823,3.9,241,47061
13004,Fundy Royal,Fundy Royal,validated,valid̩s,Lockhart,,Alaina,Liberal,Lib̩ral,19136,40.9,241,47061
13004,Fundy Royal,Fundy Royal,validated,valid̩s,McKenzie,,Jennifer,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,8204,17.5,241,47061
13004,Fundy Royal,Fundy Royal,validated,valid̩s,Moore,,Rob,Conservative,Conservateur,17361,37.1,241,47061
13005,Madawaska--Restigouche,Madawaska--Restigouche,preliminary,pr̩liminaires,Arseneault,,Ren̩,Liberal,Lib̩ral,21539,56.6,0,38057
13005,Madawaska--Restigouche,Madawaska--Restigouche,preliminary,pr̩liminaires,Aubin,,Fran̤oise,Green Party,Parti Vert,707,1.9,0,38057
13005,Madawaska--Restigouche,Madawaska--Restigouche,preliminary,pr̩liminaires,L'Italien,,Rosaire,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,9669,25.4,0,38057
13005,Madawaska--Restigouche,Madawaska--Restigouche,preliminary,pr̩liminaires,Valcourt,,Bernard,Conservative,Conservateur,6142,16.1,0,38057
13005,Madawaska--Restigouche,Madawaska--Restigouche,validated,valid̩s,Arseneault,,Ren̩,Liberal,Lib̩ral,20778,55.7,348,37654
13005,Madawaska--Restigouche,Madawaska--Restigouche,validated,valid̩s,Aubin,,Fran̤oise,Green Party,Parti Vert,707,1.9,348,37654
13005,Madawaska--Restigouche,Madawaska--Restigouche,validated,valid̩s,L'Italien,,Rosaire,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,9670,25.9,348,37654
13005,Madawaska--Restigouche,Madawaska--Restigouche,validated,valid̩s,Valcourt,,Bernard,Conservative,Conservateur,6151,16.5,348,37654
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,preliminary,pr̩liminaires,Clark,,Matthew Ian,Green Party,Parti Vert,1098,3,0,36349
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,preliminary,pr̩liminaires,Colford,,Patrick,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,5593,15.4,0,36349
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,preliminary,pr̩liminaires,Finnigan,,Pat,Liberal,Lib̩ral,17102,47,0,36349
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,preliminary,pr̩liminaires,O'Neill-Gordon,,Tilly,Conservative,Conservateur,12556,34.5,0,36349
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,validated,valid̩s,Clark,,Matthew Ian,Green Party,Parti Vert,1098,3,256,36620
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,validated,valid̩s,Colford,,Patrick,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,5588,15.4,256,36620
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,validated,valid̩s,Finnigan,,Pat,Liberal,Lib̩ral,17202,47.3,256,36620
13006,Miramichi--Grand Lake,Miramichi--Grand Lake,validated,valid̩s,O'Neill-Gordon,,Tilly,Conservative,Conservateur,12476,34.3,256,36620
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,preliminary,pr̩liminaires,Goguen,,Robert,Conservative,Conservateur,11170,21.5,0,52017
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,preliminary,pr̩liminaires,LeBlanc,,Luc,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,8384,16.1,0,52017
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,preliminary,pr̩liminaires,Melanson,,Luc,Green Party,Parti Vert,2409,4.6,0,52017
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,preliminary,pr̩liminaires,Petitpas Taylor,,Ginette,Liberal,Lib̩ral,30054,57.8,0,52017
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,validated,valid̩s,Goguen,,Robert,Conservative,Conservateur,11168,21.5,311,52352
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,validated,valid̩s,LeBlanc,,Luc,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,8420,16.2,311,52352
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,validated,valid̩s,Melanson,,Luc,Green Party,Parti Vert,2399,4.6,311,52352
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,validated,valid̩s,Petitpas Taylor,,Ginette,Liberal,Lib̩ral,30054,57.8,311,52352
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,preliminary,pr̩liminaires,Graham,,Andrew,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4769,12.6,0,37927
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,preliminary,pr̩liminaires,Ludwig,,Karen,Liberal,Lib̩ral,16656,43.9,0,37927
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,preliminary,pr̩liminaires,MacIntosh,,Gayla,Green Party,Parti Vert,1878,5,0,37927
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,preliminary,pr̩liminaires,Williamson,,John,Conservative,Conservateur,14624,38.6,0,37927
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,validated,valid̩s,Graham,,Andrew,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4768,12.6,220,38146
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,validated,valid̩s,Ludwig,,Karen,Liberal,Lib̩ral,16656,43.9,220,38146
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,validated,valid̩s,MacIntosh,,Gayla,Green Party,Parti Vert,1877,4.9,220,38146
13008,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,validated,valid̩s,Williamson,,John,Conservative,Conservateur,14625,38.6,220,38146
13009,Saint John--Rothesay,Saint John--Rothesay,preliminary,pr̩liminaires,Griffin,,AJ,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,7486,17.7,0,42289
13009,Saint John--Rothesay,Saint John--Rothesay,preliminary,pr̩liminaires,Long,,Wayne,Liberal,Lib̩ral,20622,48.8,0,42289
13009,Saint John--Rothesay,Saint John--Rothesay,preliminary,pr̩liminaires,Murphy,,Sharon,Green Party,Parti Vert,1344,3.2,0,42289
13009,Saint John--Rothesay,Saint John--Rothesay,preliminary,pr̩liminaires,Weston,,Rodney,Conservative,Conservateur,12837,30.4,0,42289
13009,Saint John--Rothesay,Saint John--Rothesay,validated,valid̩s,Griffin,,AJ,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,7411,17.5,205,42486
13009,Saint John--Rothesay,Saint John--Rothesay,validated,valid̩s,Long,,Wayne,Liberal,Lib̩ral,20634,48.8,205,42486
13009,Saint John--Rothesay,Saint John--Rothesay,validated,valid̩s,Murphy,,Sharon,Green Party,Parti Vert,1321,3.1,205,42486
13009,Saint John--Rothesay,Saint John--Rothesay,validated,valid̩s,Weston,,Rodney,Conservative,Conservateur,12915,30.5,205,42486
13010,Tobique--Mactaquac,Tobique--Mactaquac,preliminary,pr̩liminaires,Bragdon,,Richard,Conservative,Conservateur,14209,37,0,38438
13010,Tobique--Mactaquac,Tobique--Mactaquac,preliminary,pr̩liminaires,Harvey,,TJ,Liberal,Lib̩ral,17925,46.6,0,38438
13010,Tobique--Mactaquac,Tobique--Mactaquac,preliminary,pr̩liminaires,Kitchen,,Robert,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4345,11.3,0,38438
13010,Tobique--Mactaquac,Tobique--Mactaquac,preliminary,pr̩liminaires,Wishart,,Terry,Green Party,Parti Vert,1959,5.1,0,38438
13010,Tobique--Mactaquac,Tobique--Mactaquac,validated,valid̩s,Bragdon,,Richard,Conservative,Conservateur,14225,37,248,38675
13010,Tobique--Mactaquac,Tobique--Mactaquac,validated,valid̩s,Harvey,,TJ,Liberal,Lib̩ral,17909,46.6,248,38675
13010,Tobique--Mactaquac,Tobique--Mactaquac,validated,valid̩s,Kitchen,,Robert,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4334,11.3,248,38675
13010,Tobique--Mactaquac,Tobique--Mactaquac,validated,valid̩s,Wishart,,Terry,Green Party,Parti Vert,1959,5.1,248,38675
24001,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,preliminary,pr̩liminaires,Benǫt,,Patrick,Green Party,Parti Vert,779,2.3,0,34538
24001,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,preliminary,pr̩liminaires,Dufour,,Pierre,Liberal,Lib̩ral,11084,32.1,0,34538
24001,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,preliminary,pr̩liminaires,Ferland,,Luc,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,6398,18.5,0,34538
24001,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,preliminary,pr̩liminaires,Gagnon,,Mario,Rhinoceros,Rhinoc̩ros,278,0.8,0,34538
24001,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,preliminary,pr̩liminaires,H̩bert,,Steven,Conservative,Conservateur,3211,9.3,0,34538
24001,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,preliminary,pr̩liminaires,Saganash,,Romeo,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,12788,37,0,34538
24001,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,validated,valid̩s,Benǫt,,Patrick,Green Party,Parti Vert,779,2.3,609,35127
24001,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,validated,valid̩s,Dufour,,Pierre,Liberal,Lib̩ral,11094,32.1,609,35127
24001,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,validated,valid̩s,Ferland,,Luc,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,6398,18.5,609,35127
24001,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,validated,valid̩s,Gagnon,,Mario,Rhinoceros,Rhinoc̩ros,258,0.7,609,35127
24001,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,validated,valid̩s,H̩bert,,Steven,Conservative,Conservateur,3211,9.3,609,35127
24001,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,validated,valid̩s,Saganash,,Romeo,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,12778,37,609,35127
24002,Abitibi--T̩miscamingue,Abitibi--T̩miscamingue,preliminary,pr̩liminaires,B̩gin,,Aline,Green Party,Parti Vert,881,1.8,0,49828
24002,Abitibi--T̩miscamingue,Abitibi--T̩miscamingue,preliminary,pr̩liminaires,Fortin,,Benoit,Conservative,Conservateur,3405,6.8,0,49828
24002,Abitibi--T̩miscamingue,Abitibi--T̩miscamingue,preliminary,pr̩liminaires,G̩linas,,Pascal Le Fou,Rhinoceros,Rhinoc̩ros,444,0.9,0,49828
24002,Abitibi--T̩miscamingue,Abitibi--T̩miscamingue,preliminary,pr̩liminaires,Moore,,Christine,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,20699,41.5,0,49828
24002,Abitibi--T̩miscamingue,Abitibi--T̩miscamingue,preliminary,pr̩liminaires,Moreau,,Yvon,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,9744,19.6,0,49828
24002,Abitibi--T̩miscamingue,Abitibi--T̩miscamingue,preliminary,pr̩liminaires,Thibault,,Claude,Liberal,Lib̩ral,14655,29.4,0,49828
24002,Abitibi--T̩miscamingue,Abitibi--T̩miscamingue,validated,valid̩s,B̩gin,,Aline,Green Party,Parti Vert,859,1.7,741,50470
24002,Abitibi--T̩miscamingue,Abitibi--T̩miscamingue,validated,valid̩s,Fortin,,Benoit,Conservative,Conservateur,3425,6.9,741,50470
24002,Abitibi--T̩miscamingue,Abitibi--T̩miscamingue,validated,valid̩s,G̩linas,,Pascal Le Fou,Rhinoceros,Rhinoc̩ros,425,0.9,741,50470
24002,Abitibi--T̩miscamingue,Abitibi--T̩miscamingue,validated,valid̩s,Moore,,Christine,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,20636,41.5,741,50470
24002,Abitibi--T̩miscamingue,Abitibi--T̩miscamingue,validated,valid̩s,Moreau,,Yvon,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,9651,19.4,741,50470
24002,Abitibi--T̩miscamingue,Abitibi--T̩miscamingue,validated,valid̩s,Thibault,,Claude,Liberal,Lib̩ral,14733,29.6,741,50470
24003,Ahuntsic-Cartierville,Ahuntsic-Cartierville,preliminary,pr̩liminaires,Bourdon,,Nicolas,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,7463,13.4,0,55549
24003,Ahuntsic-Cartierville,Ahuntsic-Cartierville,preliminary,pr̩liminaires,Gascon-David,,Catherine,Rhinoceros,Rhinoc̩ros,284,0.5,0,55549
24003,Ahuntsic-Cartierville,Ahuntsic-Cartierville,preliminary,pr̩liminaires,Joly,,M̩lanie,Liberal,Lib̩ral,25871,46.6,0,55549
24003,Ahuntsic-Cartierville,Ahuntsic-Cartierville,preliminary,pr̩liminaires,Mercier,,Gilles,Green Party,Parti Vert,1183,2.1,0,55549
24003,Ahuntsic-Cartierville,Ahuntsic-Cartierville,preliminary,pr̩liminaires,Moughrabi,,Wiliam,Conservative,Conservateur,4089,7.4,0,55549
24003,Ahuntsic-Cartierville,Ahuntsic-Cartierville,preliminary,pr̩liminaires,Mourani,,Maria,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,16659,30,0,55549
24003,Ahuntsic-Cartierville,Ahuntsic-Cartierville,validated,valid̩s,Bourdon,,Nicolas,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,7346,13.2,630,56197
24003,Ahuntsic-Cartierville,Ahuntsic-Cartierville,validated,valid̩s,Gascon-David,,Catherine,Rhinoceros,Rhinoc̩ros,285,0.5,630,56197
24003,Ahuntsic-Cartierville,Ahuntsic-Cartierville,validated,valid̩s,Joly,,M̩lanie,Liberal,Lib̩ral,26026,46.8,630,56197
24003,Ahuntsic-Cartierville,Ahuntsic-Cartierville,validated,valid̩s,Mercier,,Gilles,Green Party,Parti Vert,1175,2.1,630,56197
24003,Ahuntsic-Cartierville,Ahuntsic-Cartierville,validated,valid̩s,Moughrabi,,Wiliam,Conservative,Conservateur,4051,7.3,630,56197
24003,Ahuntsic-Cartierville,Ahuntsic-Cartierville,validated,valid̩s,Mourani,,Maria,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,16684,30,630,56197
24004,Alfred-Pellan,Alfred-Pellan,preliminary,pr̩liminaires,Briguene,,Lynda,Green Party,Parti Vert,1079,2,0,54614
24004,Alfred-Pellan,Alfred-Pellan,preliminary,pr̩liminaires,Dor̩ Lefebvre,,Rosane,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,13129,24,0,54614
24004,Alfred-Pellan,Alfred-Pellan,preliminary,pr̩liminaires,Iacono,,Angelo,Liberal,Lib̩ral,24276,44.5,0,54614
24004,Alfred-Pellan,Alfred-Pellan,preliminary,pr̩liminaires,Isopo,,Renata,Independent,Ind̩pendant,199,0.4,0,54614
24004,Alfred-Pellan,Alfred-Pellan,preliminary,pr̩liminaires,Purcarus,,Gabriel,Conservative,Conservateur,6165,11.3,0,54614
24004,Alfred-Pellan,Alfred-Pellan,preliminary,pr̩liminaires,St-Hilaire,,Daniel,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,9766,17.9,0,54614
24004,Alfred-Pellan,Alfred-Pellan,validated,valid̩s,Briguene,,Lynda,Green Party,Parti Vert,1089,2,679,55848
24004,Alfred-Pellan,Alfred-Pellan,validated,valid̩s,Dor̩ Lefebvre,,Rosane,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,13225,24,679,55848
24004,Alfred-Pellan,Alfred-Pellan,validated,valid̩s,Iacono,,Angelo,Liberal,Lib̩ral,24557,44.5,679,55848
24004,Alfred-Pellan,Alfred-Pellan,validated,valid̩s,Isopo,,Renata,Independent,Ind̩pendant,203,0.4,679,55848
24004,Alfred-Pellan,Alfred-Pellan,validated,valid̩s,Purcarus,,Gabriel,Conservative,Conservateur,6259,11.3,679,55848
24004,Alfred-Pellan,Alfred-Pellan,validated,valid̩s,St-Hilaire,,Daniel,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,9836,17.8,679,55848
24005,Argenteuil--La Petite-Nation,Argenteuil--La Petite-Nation,preliminary,pr̩liminaires,Beauchamp,,Jonathan,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,9625,18.9,0,50983
24005,Argenteuil--La Petite-Nation,Argenteuil--La Petite-Nation,preliminary,pr̩liminaires,Cr̻te,,Chantal,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,12658,24.8,0,50983
24005,Argenteuil--La Petite-Nation,Argenteuil--La Petite-Nation,preliminary,pr̩liminaires,Hup̩-Labelle,,Maxime,Conservative,Conservateur,5679,11.1,0,50983
24005,Argenteuil--La Petite-Nation,Argenteuil--La Petite-Nation,preliminary,pr̩liminaires,Lamarche,,Audrey,Green Party,Parti Vert,1118,2.2,0,50983
24005,Argenteuil--La Petite-Nation,Argenteuil--La Petite-Nation,preliminary,pr̩liminaires,Lauzon,,St̩phane,Liberal,Lib̩ral,21903,43,0,50983
24005,Argenteuil--La Petite-Nation,Argenteuil--La Petite-Nation,validated,valid̩s,Beauchamp,,Jonathan,Bloc Qu̩b̩cois,Bloc Qu̩b̩cois,9525,18.7,601,51667
